labels,text
1,This is amazing 😉
1,THANK YOU SOO MUCH
1,Another Celeb Filled Scam.
1,Irrelevant celebrities begging for money for a scam charity lol
1,"Yesterday a received the Hand In Hand donation calls and omg I was amazed of how many people wants to help, people with $1000 dollars, others with $10 but they really wanted to help, I still have faith on this world ❤️"
1,"This was honestly so powerful, my family and I we're sitting in the dark listening to this with a radio and not 10 minutes after it went off the electric came back 🙏"
1,I personally got affected my Irma and seeing this makes me so happy that people care❤
1,Like the choir the black and yellow is hot theyre also great on the vocals plus lean on me is a classic gospel song & shouts to the king ray charles and i want to send my love to every body every z.bb.al that went thru the havey disasters.
1,So full of hope and optimism!
1,Couldn't skip not even one second. it was all meaningful and unforgettable....
1,Im a great comedian that has gotten millions of views and thought about suicide i was thinking about drowning myself so many times if you all wanna save me please DM me on instagram @comedian_thefreshman they all say I might be better than Kevin Hart
1,$14 million! Keep it going! Help good people have a chance to rebuild.
1,"Forget about raving about your favorite stars, or putting down the government and the Presidents- current and past.  This event was about the displaced people and the help they need.  God expects us to love one another and this is a very good place to start!  Did all of you who have left comments about your stars or bad feelings about the government donate anything or are you just wasting energy that could be used in helping others?  Stop for a second and think what you can do to help your fellow man, woman and child who might be in need.  Maybe you cannot give the $25 they are asking for, but you can give smaller amounts- every amount is accepted."
1,thanks Mtv for make this video..\nthanks to all celebs and peoples who were help hurricane.....\nmay Allah give them all stuff and happiness... plz   Aameen
1,Awww Justinn 😍💜💜💜
1,"All my donations are going to true american trump supporters ONLY! Beta male, limp wrist liberal demoncrat cucks, ANTIFA/BLM/BAMN/Black Block members, supporters and sympathizers can all eat a fat dick because i give zero fucks about ya"
1,So amazing. This one was confusing.
1,We have the winner! He's not a singer which is awesome.
1,how did he do that? amazing
1,"I don't usually comment, but I just had to say this act blew my mind. He deserves to win!"
1,roapm.com       goodnewsbaptist.org billriceranch.org wilds.org sweethavenbaptist.com  considercharacter.org cloudtenpictures.com     christianlaw.org   andrekole.org       creation.com copperfield apparence in highteck detail information i saw at chrysler hall in norfolk virginia ps all you see is a black box with hole added with cover over it in the audience  looks like like how a normal size tisue box looks with oval or retangle hole in it       but later on     when look alike getting on motorcycle harly davidson bike    that box now gone in audience just empty space floorlook up in youtube videos and google search engines david copperfield music   even ones i now that most dont know   thanks to Jesus for able to let me learn that others dont know about other illusion copperfields  chrystal smoke chamber illusion to song  i wear my sun glasses at night by singer cory heart and other illusion where his lady astant joina spina Christian illusionist dancer corapgher in his shows back in the day she in Heaven now but she got impials on andre kole Christian illusion sword impial ilusion he gave Jewish Christian illusionist david seth kotkin copperfield to a song called slient running by mike and the mechinicks he later let him the ilusionst be impialed on andre kole Christian illusion sword to the song by phil collins i dont care any more    can you make a video showing how to solve enero rubikcs cube the fastest cause my best time in the year 1980s in main church of our cool goodnewsbaptist.org  is one minute and twlev secounds and now  2011 to 2017  folks teens juniurs extc solve enero rubiks cube in  so many secounds even steven brundage illusionist on ameras got talent and let david seth kotkin Christian illusionist Jewish copperfield mix erno rubics cube up and give a time to solve erno rubiks cube he said 15 secounds and steven brundage did just that plus he did it the new illusion way instead of Christian illusionist doug henning and tricky ricky bus minisyer illusionist and others in 1980s 1990s even me ususing erno rubikc cube called in illusion magic shops the enchanted cube      ps i prayed to Jesus that me or somone let copperfield miox enero rubiks cube up and then they solve it cool steven brundage was the golden key to anseer my prayers to let copperfield mixe cube and let somone solve it ps i pray to Jesus that copperfield will learn how to solve it and add ideas for televsion specials  on CBS  he talks about comming back to yelevsion again hes got alot of new illusions thats never been seen on televsion before jay sankey  reveales even his signature illusions like sign card pulled through a balloon and left with a deck of cards or soo in the balloon i have the orginal of jay sankey performing and showing how its done and i was praying to Jesus he would reveal it when hes older on youtube and cool now i have both worlds and everyone else that copperfeld usedand i revealed more info that cool valentino Christian illusionist did not go in detail about way before even youtube was created   look in alt.magic.secrets in google.com search engines  also in  magiccafe cool stuff also and also secrets of magic forum      ps im thankful To Jesus that all medea is around now even youtube videos it helps everyone and me out to share freely the Knowledge Jesus Christ Lord Saviour God gives us freely to use to give back freely he then gives us more talents freely to give to others freely  in Christ always chubby billpage illusionist magician in fun    ps hers other youtube video channels that share freely   SankeyMagic howtoDisturbReality nadjib haffaf FernandoP1 MagicMurray nadjib haffaf     herbert l becker all the secrets of magic revealed    1980 cbs mystery magician  steve cohen hosted jasper maskyn the war illusionist and so did franz hararay pythonify on the war illusionist  co producer jewish Christian illusionist david seth kotkin copperfield  helped in now you see me movie now you see me 2 movie and in the works a now you see me 3 movie      he and his cool illusion crew helps also even in burt wonderstone movie     and copperfield voiced in cartoon a nome and hes made fiction books with other fiction cool writers and made a cd called david copperfield music that cool rand woodbury Christian illusionist mentions also and mitchell leary  and the magic of reza and rjlacmagic and david  drew duncan at ropeline suv and johnn black tiolman hauser  ray haydad rocco Christian illusionist candy man and lance burton Christian illusionist  LanceBurtonFan melinda the first lady of magic Christian illusionist Charlote and jonathen mastero the magnifcent pendragon Christian illusionist princesss tenko and andre kole Christian illusionist even on bill bixbie as the magician tv show and mark wilson helps everyone out even bill bixbie and hallended on tv show called blacks magic   harry blackstine sr and jr helps also and doug henning criss angel david blaine yamato905 movie sleight april 7 2017 Bart Rockett Kden Bart Rockett and Brokelyn Rockett Kemi Rockett there mom ps Bart Kelly lookatthis9990 extc extc   ps i putt this part but it vanished so im typing again    before copperfield appears in the audience on douplicate harlry davidson moto cycle on a loong pole on top of square or retangle platform high up revving harly dvidson motocyle up      all you see is empy space floor then a cool heavey guy wearing a green john deer hat on open up a two sided stage trap door with each trap door with half of a cicrle cut in them so when its closed on both sides flushed it looks like a sold circle hole       so as the guy wearing johnn deer green hat on that has  yellow symbol of a deer on it he the assistant  heavey guy that gets out of the audience seat not to far from the empty floor space to open the two sided spring trap door so copperfield illusionist on douplicate motorcycle can rise up a on a hauldrawlick lift in metal pole with motor cycle and copperfield looks at me like high:)  you are not sopossed  to know im here at this momment in time :) as hes then looks at the stage to watch look alike about to vanish on harly davidson motorcycle in mid air so i looked same way then waited for spot lights to aim in the audience then everyones looking now in that direction to see copperfield on a very high pole plateform on harly davidson motorcycle  plus music and siren sounds hide sound of hauldrawrlic lift sound going on and lights spinning like policeman lights flashing aroundand around :)   and david drew duncan ropelin suv  said did you yeah i saw same info dave and tommy story said what you and dave talking about? we said we will explaine in your car tommy story http://wwww.youtube.com/FernandoP1/videos  http://www.youtube.com/billpage/videos  http://www.youtube.com/ropeline/videos    look up in google.com    look up alt.magic.secrets look up david copperfield vanishing on harley davidson motorcycle in mid air ps i handed him photos of me levatating my sister stacey elesbeth smith and him doing franz harary pythonify slicer illusion he saidThanks:) i said your cool welcome:)  and he sign his auto grapgh on his cool copperfield program DC   plus letter with information how you get audience apluse and david drew duncan oput his dad house adress that way he can mail us info if hes able to  plus i was as a teen boy on his birthda fan mail  and his mom and dad helped in the fan mail how cool is that :) and gary e bartlet    wrote us saying david did read your letter and ask i get back you you and he mention get the books all by drael fistkie the trickbrain showmanship for magicians and magic by misdirection and he gave magic shop adress to go to also:) and many years moons later i saw gary e bartet commenting on facebook   to valtino the masked magician i type info i just let you all know and he liked my cimment and we are friends on facebook now and david copperfield  jeff macbride and lance burton franz harary charlote pendragon   greg bordon      abbots magic company david baine  howard chappel    bob scofield through email       and alhastings on youtube rjlacmagic youtube youtube the magic of reza and facebook and instant messaging and facebook adam allred      david drew duncan facebook youtube.com/ropeline     and other cool illusionist even penn&teller on facebook and youtube video channels even penn jelliet youtube video channel called penn points      valtino the masked magician email instsant messaging twitter and youtube video channell   mitchell leary if hes still around?  hes all over the place:)http://www.youtube.com/FernandoP1   http://www.youtube.com/howtoDisturbReality   http://www.youtube.com/MagicMurray/videos http://www.youtube.com/SankeyMagic/videos       Andre Kole Christian illusionist andrekole.org magictimes.com linkingpage.com  http://www.youtube.com/yamato905/videos   http://www.youtube.com/billpage   http://www.youtube.com/ropeline http://www.youtube.com/alhastings/videos http://www.youtube.com/rjlacmagic/videos     http://www.google.com look up alt.magic.secrets look up secrets of magic forum and on youtube video channel look up magiccafe in google search engines http://www.youtube.com/WilliamMarcelpage/videos   http://www.youtube.com/soildier2010/videos  christapher heart illusionist doubles in copperfields illusionist idea switch saroo   props  even first part of the walking through the great wall of China  special on CBS  illusion special event as copperfield says illusion special events psother cool illusionist friends let me know loud sounds help mask or hide  illusions secrets on larger scales like levatation in mid air or lear jet or train out the back with lighting schemes ectcyep rjlacmagic  those videos i dubbed for you from michael ammer and paul gertner steel and silver video voulmes michael ammar thread work videos kevin james floating rose videos  and copperfield tornado of fire       God Bless everyone  in Christ allways chubby billpage illusionist magician in fun:)
1,"Actually this whole trick is really simple,but he know how to entertain the tricks.Good job on that.I'm not gonna spoil the trick right now,if someone interested ,write here in comment Reveal"
1,THIS WAS LEGENDARY. LIGHT BALLANCE AND COLIN THROUGH PLEASEEEE IT WILL BE AWESOMEE
1,Visit the channel if you want to access the straight path.\nvisit this channel to listen to Holy Quran the last book from the God!!to humanity.\nVisit the channel if you want to reach happiness and comfort ! In this life and the Hereafter.
1,whould have been amazing had Heidi selected the tweet and not mr fingers pasting it onto the board.
1,"Hello, I am Theresa Williams After being in relationship with Anderson for years, he broke up with me, I did everything possible to bring him back but all was in vain, I wanted him back so much because of the love I have for him, I begged him with everything, I made promises but he refused. I explained my problem to my friend and she suggested that I should rather contact a spell caster that could help me cast a spell to bring him back but I am the type that never believed in spell, I had no choice than to try it, I mailed the spell caster, and he told me there was no problem that everything will be okay before three days, that my ex will return to me before three days, he cast the spell and surprisingly in the second day, it was around 4 pm. My ex called me, I was so surprised, I answered the call and all he said was that he was so sorry for everything that happened that he wanted me to return to him, that he loves me so much. I was so happy and went to him that was how we started living together happily again. Since then, I have made promise that anybody I know that have a relationship problem, I would be of help to such person by referring him or her to the only real and powerful spell caster who helped me with my own problem. His email: drbiyaspelltemple19213@gmail.com you can email him if you need his assistance in your relationship or any other Case.\n1) Love Spells\n2) Lost Love Spells\n3) Divorce Spells\n4) Marriage Spells\n5) Binding Spells\n6) Breakup Spells\n7) Banish a past Lover.\n8.) You want to be promoted in your office\n9) want to satisfy your lover\nContact this great man if you are having any problem for a lasting solution\nthrough drbiyaspelltemple19213@gmail.com"
1,Nice trick he didnt predict anything :) if you can see in the minute 3:32  in the paper there was a sticker under his fingers when she said stop he sticks the twitter and he didnt give her the paper it was still in hand ( paper) :)
1,"I've heard way too much Cheese, Rome, and Ellen today...."
1,"Whenever a magician needs to touch something, that's usually where the magic occurs. Unfortunately for Colin, the camera angle right before he asks Heidi to say stop reveals a white item cupped in his right hand (this is of course the magical list of 3 items - Rome/Cheese/Ellen - about to be pressed onto the printed paper wherever she says stop). To see this white item, you'll have to watch the DVR version of the TV broadcast as this internet version has been edited by AGT to remove this reveal. At 03:06, Colin brings this small piece of paper from his right pocket with his right hand. It's all actually a simple slight-of-hand trick performed with far more flair and advance video preparation than wily subterfuge.\n\nAlways be suspicious when a magician needs to touch something with any part of their body or any device they are holding. That's usually where the magic happens."
1,"This seems more true then before, have improvement"
1,Mel changes her hair like most people change their clothes @_@
1,Yes his trick is obvious. But me personally. I like his presentation. I like how he always starts the presentation with something random (how did he known howie's passcode?) And then they way he talks and the way he looks and how humble he is. And I also like how he's not a singer. He's such a good presenter that when Heidi and simon new what was going on they didn't buzz probably because they didn't want to spoil it for america right when they are so happy and anticipated. \n\nAlso it's pretty impressive that howie ordered a Ellen Burger and just everything that happened was impressive.
1,This is mind blowing. But we all know a singer or a dancer will win
1,I know how he did it. When he grabbed the paper that Mel picked he had a little piece of paper in his hand it put it over the paper that was grabbed off the table and just made sure his finger was at the spot when they said stop.
1,I noticed he took the paper with his left hand and then for a split second with his right he put something on the paper. It was a small sticker .notice how he kept his right hand on THE paper the whole time?
1,"this guy is part of the show. hes like a cast. hes not gonna win. Hes just like a filler, to keep the show entertaining."
1,What kind of demon is he
1,"Ok, he sure is very good at messing around with unconcious mind"
1,"Cool but, I got a triple kill in BO2 with an RPG once"
1,Hello Americans..please let this man win..A magician deserves to win AGT 2017...enough of singers..
1,This guy deserves to win. My opinion
1,is the best M best on this planet
1,I predict that he will win the show.
1,Simple. Tiny sticker on his finger. He places it when Heidi zeroes in on her chosen area on the card. Look at when its zoomed in. The choices are literally smaller than the size of his fingertip making it easily stickable on the card.
1,The singers are great the dancers are amazing but this my friends IS TALENT!!!!!!!!!!!!!! ONE OF A KIND! I am shoook!
1,Can u guys help me get 200 subscribers I'm so close please I'll be so happy
1,It's not about the piece of paper in his hand. It's about how he is able to mentally convince an entire audience that magic is real with a simple trick.
1,this guy is a global threat lol
1,"Mell looks like a better looking Elsa.....\n\nFor those of you who don't know who Elsa is, shes my ex-friend....\n\n\n\n\ncold hearted bitch😒"
1,WOW. You guys better give him a 10.
1,"I figured it out. At 3:06, after Mel hands him the card, he takes his right hand out of his pocket and puts what I would assume a sticker on there and then forces her to stop on Ellen, Rome, Cheese. Still a fantastic performance!"
1,"MAGIC TRICK REVEALED:  \n\n\n\n\n\n\nHe palms a sticker containing the desired tweet Ellen Rome Cheese, then at 3:17 he rubs the sticker on to the card and forces Heidi to read the tweet even though she didn't pick that tweet."
1,This act wasn't that good... To do the trick he had a sticker in his hand and when Heidi said stop he places the sticker on top of the previous tweet so he already knew it was going to be Ellen Rome Cheese
1,OMG!!! I'm Impressed!!! Now we can believe in Magic XD
1,He's winning
1,Cool AF
1,OMFG.... This Man Is Incredible 👏👏👏
1,WOW ! 😎
1,AUTOMATICALLY WINS. *FATALITY.*
1,Illuminati confirmed
1,Klu di indo ini sudah bisa disajikan sama om romy rafael.. cuma ini penyajiannya lbh keren njir.. nice..
1,If you notice when he picks up the paper that Mel gave him he puts a sticker on. And then he forces the stop by hiedi which is not hard for any decent magician
1,Are you fair?
1,I love Apple
1,Lol still no aux. no fingerprint sensor. apples behind samsung once again. Sup Jon!!!
1,Favourite feature:   iPhone X itself. :)
1,https://goo.gl/2xE8fM\na true site to win££££££££££££££££\nموقع صادق للربح
1,It looks soo good 😍😍😍
1,Nice phone
1,Wow i want that iphone 10th. 😘😘😍😍
1,awesome
1,Traffic light camera
1,The most excited and awaited iphone XD
1,I bet everybody wants to get that phone but are talking shit just because they can't afford it :-)
1,The facial recognition for sure. Plus the entire casing and the big screen. Loving those with the iPhone 10
1,Nova launcher does that they copied android with this 999 bucks atached a 6 core really most high end android are 8 core or higher
1,Is  reachability  gone now from iPhone X ?\nIf it is so then i think Apple has dropped an important feature. 😐\nIt is much more required now in that screen size
1,> hands on > most of the video is a man in a room
1,Giveaway? Can't wait. I'm new to the apple family haha
1,"Pause at 0:28, you're welcome."
1,Everything? :/ There are many other things I'd like to see
1,i love everything about the iPhone X (ten)!!!!!!
1,Jonathan Morrison and iJustine want the silver X. Classic look. I know what Jon Rettinger is getting... 😉\n\nLess fingerprints will be shown in most indoor lighting.\n\nCan be recognized easily as a X with the vertical camera hump and not be mistaken as a black 7 from afar. \n\nKinda a throwback to the two-toned original iPhone that helped launch their YouTube/tech career.\n\nSilver X it is.  Even my space gray SE isn't consistently all black from front and back and it's the most beautiful iPhone ever made.
1,The last time I was this early the iPhone still had a headphone jack
1,"Wayyyy to expensive, I'm completely neutral to all smartphones but the iPhone X is just a Galaxy S8 that costs $300 dollars more"
1,So no touch id? Wow what a trash a phone
1,"I thought this was a good offering from Apple. It will be a well-executed device and likely be a big winner, sales wise (despite the price) even if they're just now catching up in some areas.  \n\nImpressed by:\n-chipset. They were already beating all competition here with the 7. Bench numbers look amazing and every day performance will likely follow suit. \n\n-software: photo options, UI with no home button looks super easy to adapt to\n\n-4K@60 and slomo. Damn tech is getting impressive across the board here. \n\n-fit and finish and presentation. The package is pleasing to me overall. I don't mind the notch at all. \n\nI was a bit disappointed by a few things:\n\n-screen brightness. Boo! \n-no promotion/120hz refresh\n-fuck 2x optical zoom. Samsung and Apple, get your shit together and give me something more useful here. \n\nI've owned both Apple and various android-based devices. In general, I find Apple to hold up better (lag less) and simply be a more fluid and enjoyable experience. Less buggy, more mainstream/supported and compatible with apps like e.g DJIgo4, etc. \n\nI'll probably wait for the next iteration of this one, but I like it. \n\nWhy has no mentioned the absence of the blush gold color option. That was a winner in my book, but not even a whisper? No one seems to be talking about it, especially after all the leaks."
1,I have a feeling that everyone you know will be able to unlock your phone with face id cos they can just hold up a picture of your face and it will just unlock
1,Cool! But that price tag tho...
1,Screen!! hands down is my favorite feature of iPhone X
1,The iPhone x wipes your butt while you watch videos the iPhone x is garbage and rubbish and has no real actual crap to offer you but go ahead and spend a grand on me I am the iPhone x I will know your secrets and I will keep your soul I will tell you that there are new things when there really isn't my megapixels have not changed and stayed the same since the iPhone 5 yes my camera can now clearly detect a pimple on ones butt. just remember the iPhone X is the best and I am your phone God come to me my Apple peasants please Apple peasants come to me iPhone x needs your money
1,I find it hilarious how all of the new iPhone's new specs have all been used before
1,Do. U think u be able to pre order unlocked one as well ???
1,hey @jonathanmorrison does the  iphone give away apply to someone that doesnt live in the US? im from bahamas lol
1,"....How much did it cost to get into an event like this? It couldn't have been free. Either you get in there by knowing someone (or being that someone), or you pay a lot of money. \n\n...Either way, I would never go to one of those events. And I'll never pay that much for a phone. Absolutely unreasonable in my books."
1,It looks so good 😍
1,I love iPhones....Is it worth spending $1000 for the x? I'm leading on the no. I love all the features...but it's cost the same as a computer. 😕
1,Is the camera better than Samsung note 8
1,Love all the specks on the new iphone X
1,Omg the iPhone X is soooo cool I really love it
1,"Ahh my top all favorites for the iPhone X is the dual 12-megapixel camera, and the placement of the flash was a genius thing. This way the flash is evenly distributed over both cameras. This will definitely result in high-quality pictures. Next is the Facial ID, now that is impeccable!! Also the 5.8 OLED Display..OMG, magnificent!! I love this upgrade!! \nThnx for the review Jonathan!"
1,Love that some of my favorite YouTubers all worked together to get footage!! YAY!!!😄
1,Your video is on point as usual. I'm excited for the Face Id feature.  Thanks for the video!!
1,love the new phones
1,I love the sharpest display and facial recognition with brand new camera features.
1,$1000 for entry level X?  No thanks.. the 8 Plus looks like the better buy...
1,The way you talk its so professional 🔥🔥🔥🔥🔥🤘🏻
1,Yeah I can’t stand that top bar it’s so goddamn terrible looking!!!!!. For me it’s not about the money price I will be definitely going for the 256 gig. I don’t know if I can leave touch ID. But that top bar I just can’t deal with it watching movies playing games I don’t know what the hell Apple was thinking about leaving the top Bar like that.. And the Face ID I still can’t trust it. There was a video where a guy puts the phone up to an Apple employee’s face and unlocks the phone. Without his permission. So what stop’s the police or anybody trying to Unlock your phone without your permission. I still feel like the face ID has some security flaws..
1,I can just say that display is finally beauty.And it's made by Samsung Not bad.
1,Lol all the people walking behind Jonathan and the giving the the look xD
1,I've actually been using charcoal powder for a couple of months now and noticed a HUGE improvement with the whitening and general hygiene of my teeth. Here's a post from Facebook from the company that I buy from....\n\n***Do you want beautiful sparkling teeth naturally?!***\nLimited time only offer ♡ www.cosmeticbenefit.com
1,Haha I love this. I'm the most indecisive person ever
1,Visit the channel if you want to access the straight path.\nvisit this channel to listen to Holy Quran the last book from the God!!to humanity.\nVisit the channel if you want to reach happiness and comfort ! In this life and the Hereafter.
1,HAHA how universal is this problem? My SO and I also always struggle to decide on what to eat!!! xD
1,it's chris lol
1,"Deciding what my friends and I wanna eat literally goes a little something like this. Great job, guys! Loved this! Lol"
1,please everybody visit my channel i am new youtuber\nhttps://www.youtube.com/edit?o=U&video_id=1kiaU5q5mSc
1,So good to see Chris again on a sketch!
1,Lol love it cos it's so true!!!
1,Wow she's really skinny
1,"Everyday of Every Month, 32Million Malaysians face this same question 3-4 times a day. And Phil's face as he reacts couldn't have been more accurate!"
1,"Awesome video but throughout watching this video really gave the vibe like nigahiga's conspiracy videos. You know, linking everything together? XD"
1,This is a more complicated version of Sherlock with more loop holes
1,When you watch Ryan Higa and then you get a gf LOL
1,Lol!! This is so great! I love it so much! I love you guys!!
1,Love you guys. Great videos.
1,@Phil: you look handsome with that undercut hairstyle. 😍👍
1,"How to Food, it doesent't matter if it slow food or fast food. You're a human, a predator so hunt you victim. Or you are a vagana, so run salat...RUN! :P"
1,"Phil, I love your hair like that, man!"
1,Who knew people would stress that much over meal just order pizza
1,Loved the new style of editing :)
1,Im a great comedian that has gotten millions of views and thought about suicide i was thinking about drowning myself so many times if you all wanna save me please DM me on instagram @comedian_thefreshman they all say I might be better than Kevin Hart
1,"The new Sherlock Holmes, food edition 😆"
1,i love how much work and effort they put into every single video
1,I want lasagna right now..
1,Awwww.... Chris.
1,MORE CHRIS MORE CHRIS <3
1,That was tiring to listen to hahaha :')
1,Omg so good. 👍🏼💕
1,#10 trending in Hungary.  Wow!! 😀
1,Yayy! Chris is back!! :D
1,Given some serious Ryan Higa vibes 😂 love it
1,She fine
1,nice voice
1,You guys are sooo funny and witty!
1,Love the comedy.
1,Wong fu went full on Ryan Higa!
1,Am i the only one who thinks that Phil is getting older?
1,Power is the disease.  Care is the cure.  Keep caring for yourself and others as best as you can.  This is life.
1,"This guy makes great videos, it's a shame he's fat."
1,LOL this guys vids are so short but prob funnier than most on the internet
1,Visit the channel if you want to access the straight path.\nvisit this channel to listen to Holy Quran the last book from the God!!to humanity.\nVisit the channel if you want to reach happiness and comfort ! In this life and the Hereafter.
1,WHY DO I KEEP FREAKING LAUGHING EACH TIME I WATCH IT AGAIN ! even though I know how it will end. omg the best 😂
1,Well that wasn't worth watching.
1,When you live in Mexico but you're super-white.
1,You say your Korean is bd but somehow you acted out 'Oh you can speak Korean' perfectly. I think this video gets so much reaction because of your excellent acting!!
1,Same I tried talking to my cousin in her language which I've never even heard of lol
1,that was actually funny
1,"Not even the iPhone X can detect that you're NOT blinking, hahaha"
1,Wow this is original you got my sub Gun...Face...Fuck
1,"I wanna hug your face, so cute."
1,LIKE = MEET CELEBRITY \nSUBSCRIBE = BECOME A BILLIONAIRE\nSCROLL UP/DOWN = DEATH FOR YOU AND EVERYONE YOU LOVE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1,The sonic music is really the icing on the cake lmao
1,Why people call themselves a certain nationality if they don't even know the language?
1,Your writing for these is really good.  I laughed and laughed at this one!
1,the sonic air timer was perfect
1,Hey guys... I just started up on YouTube and really need subs. If you sub to me I will sub back.
1,Im a great comedian that has gotten millions of views and thought about suicide i was thinking about drowning myself so many times if you all wanna save me please DM me on instagram @comedian_thefreshman they all say I might be better than Kevin Hart
1,This is me lol
1,"Hey! I have a small YouTube account and I'm struggling to take off, I'd really appreciate if you could take a look. If it's not your type of thing then you don't have to subscribe I understand but it's worth a try!😊"
1,Dude it's the first video I saw of you and it's fucking hilarious!!
1,"Me when speaking to my Japanese exchange student. She speaks very quickly, I speak Japanese moderately... but uh... damnit I can't understand when she speaks so fast. XD guess I need to learn to listen better."
1,How is this trending omg if thats the case i should have way more views then i should
1,me with thai lol
1,Still gay ?
1,no 16 on trending impressive
1,This dudes videos r always funny
1,This got on trending and pewds response video didnt.... good jop guys
1,please everybody visit my channel i am new youtuber\nhttps://www.youtube.com/edit?o=U&video_id=1kiaU5q5mSc
1,When you find out there's no subtitles in other countries for real life.
1,LMAO HIS KPREAN ACCENT IS SO CUTE 여기 한국인들 있나??
1,Did he just say chang-jangle?? What happened to wang-jangle?? This new technique is too advanced!!
1,😛good love to video love love🌳🌽🎃🚣🚂
1,Really glad to see you back with the ultimate deliciousness!  Don't know what happened but everything here is so addictive and I've watched all your videos for many times. Never gets old! Just submitted the translation in Chinese so that I can express support. Peace and love be with you!
1,Subscribed after the first minute. I'm trying this method for dinner tonight.
1,This is actually helpful thanks
1,2:29 whoa - haha cute... using a hose to make the chicken look juicy...\n2:31 WHOA HOLY SHIT HOW'D HE DO THAT??????\n2:33 Oh. He just drops the hose lol. Duh...
1,Im a great comedian that has gotten millions of views and thought about suicide i was thinking about drowning myself so many times if you all wanna save me please DM me on instagram @comedian_thefreshman they all say I might be better than Kevin Hart
1,Stumbled upon this in trending - Hilarious! AND a GREAT simple way to cook a chicken breast! Nicely done!
1,"Hey! I have a small YouTube account and I'm struggling to take off, I'd really appreciate if you could take a look. If it's not your type of thing then you don't have to subscribe I understand but it's worth a try!😊"
1,Where have you been My whole Life?
1,I don't trust this channel\n\nThe songs sound like Onision reject songs
1,You know he's a good cook when he's got dem ants 0:50
1,"yooo your harmonies are starting to get really good, mixtape soon?"
1,This video is the only thing brings me joy today. Watching it at 1:58 am
1,Subscribed xD this is way too funny
1,Is this my life now? I can barely make a sandwich and now I'm learning how to chanejangle like the best of them. At this point I hold my onion at such a high appreciation I think my body temperature is around three-fungle degrees
1,This is actually so helpful! I'm moving into my first apartment and this is a quick easy and cheap recipe. Thanks!
1,1:46 and also throw that in the onion lmao
1,Subbed for great content
1,Get points and trade them in for genuine codes (works 100%)\nhttps://www.pointsprizes.com/ref/1210427
1,GO VEGAN or live a shorter more depressing life.
1,Lol
1,BEST. YOUTUBE. CHANNEL. EVER!!! subed and liked :) <3
1,nice
1,RETARDED AT BEST
1,Wtf did I just watch rofl...
1,Stare into your ears lol
1,00:34 he signed it YSAC 😅 so adorable
1,"If you are in danger, scream Denise Hemphill's name real loud. I will be on the premises at all times, and I will come a-runnin'. Now, let's just say you screamed Denise Hemphill's name and I do not come a-runnin'. That means I'm not on the premises."
1,"The downside side of downsizing house cats dogs the occasional bird of prey just became Godzilla and you're now on their menu, elephants rhinos cows horses became living natural disasters, a Sprinkle or a daytime shower just became a deluge of biblical proportions thunderstorms became hurricanes and dust devils F5 tornadoes, firecrackers just became moab's and a weapon just became a nuke"
1,"this looks so silly, but so fun, im glad its not a serious movie, more of a light hearted comedy with a serious real life problem that effects us today, and will do moreso in the future, but done in a non-serious tone, im gonna watch this :P"
1,Matt Damon was my celebrity crush when I was like 14 lol
1,"Just like teleportation, it's probably more like cloning ones body in a smaller form then incinerating the original."
1,"What an original premise! I'm definitely going.\nAlso, Kristen Wiig is going places!\nSNL really is a talent factory..."
1,the idea of the movie is great but what about Birds insects rain animals in general and aren't you going to die from hypothermia if you're outside in the winter hopefully they explain some of this otherwise great idea
1,My first thought was that this looks like a crapy comedy movie but it looks more like a interesting light hearted movie instead. I'm going to keep my eye on it and if it gets decent reviews I'll go to see it.
1,"Interesting, though now since they are small wouldn't they be further down on the food chain and wild animals, insects and such would most likely kill them?"
1,"I love the idea except one thing - INSECTS, THE ANIMAL KINGDOM NO."
1,"Wow can't believe I never thought of this for the overpopulation problem I really want to see this movie ,I want to see how this all plays out"
1,Very interesting. Randomly clicked on this and was not disappointed. Can anyone tell me the name of the song?
1,@ last a new film with some meaning!
1,This is a cute way of getting people on board with voluntary genocide for the betterment of Earth.
1,"I love the concept.  I couldnt help thinking though, what happens when it rains/hails, would it wipe out a city?  What happens if a band of fire ants move in? It will be interesting to see if they address any of the issues they would have."
1,So... the adult version honey I shrunk the kids?
1,"If it's got Kristen Wiig in it, then its got me in the cinema. (Also it looks really interesting.)"
1,Im a great comedian that has gotten millions of views and thought about suicide i was thinking about drowning myself so many times if you all wanna save me please DM me on instagram @comedian_thefreshman they all say I might be better than Kevin Hart
1,Really curious to see how the premise of this movie is construed as an Aesop. There are so many ways this movie can be manipulated to present a specific moral standpoint.
1,Saw the thumbnail and thought this looks stupid. Watched the trailer and I'm very intrigued. Good for Paramount to pick up something with a quirky premise :)
1,I think the whole shrinking process is an inside project orchestrated by the government to kill as many people as possible with efficiency.
1,Looks great! So what happens top his wife?
1,i honestly thought this movie was about losing jobs. thumbs up if you did too.
1,"The document he is signing says defendant, I'm guessing his wife dies getting shrunk and he gets in some legal situation metaphor on little guy against the big guy"
1,"1:34. \n\nLol. That's the first thing a man will check, all okay down there and women would check if both of them are okay up there."
1,This is like the modern version of honey I shrunk the kids LMAO 😂
1,But then you have rid all the current furniture and current cars and buildings have to be renovated etc.....isnt that more pollution and landfill
